"Timestamp","When did you start watching itswill?","How did you discover itswill?","How often do you watch itswill YouTube videos?","Are you subscribed to itswill on YouTube?","How often do you watch itswill?","How would you rate your overall experience watching itswill? ","Are you subscribed to itswill on Twitch?","Are you now or have you ever been banned in the itswill Livestream?","What do you primarily watch itswill for?","What's your favorite type of stream?","What types of itswill videos do you typically watch?","What is your favorite day-specific stream archetype?","What was your favorite itswill Special Edition Livestream?","What are your 3 favorite variety games/genres?","What is your favorite variety stream of all time?","What stream content would you most like to see come to life?","How do you typically discover the stream has started?","Do you have any Twitch extensions installed?","How much do you chat?","Has the itswill Livestream been a positive force in your life?","Are you a member of the itswill Discord server?","How many hours do you spend on Twitch per day? (average)","Other than itswill, how many streamers do you consistently watch?","How do you watch Twitch?","Which RuneScape games do you play?","Do you play Old School RuneScape?","What is your current age?","Are you right or left handed?","Do you identify as LGBTQ+?","What is your gender identity?","What is your sexuality?","What is your current relationship status?","What country are you from?","What country do you currently live in?","Do you have a driver's license?","Highest education level?","What is your current employment status?","What sports do you watch?","What sports do you play?","What types of games do you play?","What hobbies do you enjoy?","What's your favorite movie?","Have you read a book in the last 5 years?","Do you have a pet?","Type of subscription?","Was your subscription gifted?","How often do you interact with the itswill Discord?","What is your current total level in OSRS?","What game mode do you spend most of your time playing?","How many OSRS accounts do you have?","Have you ever gotten a fire cape?","Have you ever gotten an infernal cape?","What is your favorite skill in OSRS?","What is your least favorite skill in OSRS?","What OSRS content do you enjoy?","How do you feel about Sailing?","What state do you live in?","Do you work part or full time?","What's your field of work? ","Which kind of pets do you have?","Who would you like to see itswill collaborate with? (optional) ","What games would you like to see itswill play? (optional) ","What's your favorite emote? (optional) ","Who's your favorite chatter? (optional) ","When should the 15 minute buffer start?","Who's your favorite mod? (optional) ","Do you have any recommendations for overlay features? (optional)","Is hot chocolate a candy?","Is ""cock and balls"" redundant? Are the balls included in the definition of cock?","Have you ever worn pajama pants outside your house?","Have you ever cheated on a test?","Have you ever stolen something from the supermarket?","Do you think aliens exist?","Do you think ghosts exist?","Are you a furry?","How tall are you?","What's your number? Be honest."
"2025/04/18 7:44:40 PM EST","2022","Collaboration with another creator","Rarely / When I miss a stream","Yes","3-5 days per week","4","No","No","Variety","Variety","Stream vods;Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Minecraft (Speedruns, collaborations)","","Playing every Garfield game","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","Yes","","","","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","Canada","Canada","Yes","Bachelor's degree","Employed","American Football;Hockey","Hockey","Roguelikes;RuneScape;RPGs;Board Games","Working out;Hiking;Listening to music;Watching television;Watching movies;Gaming;Cooking;Playing an instrument","The Thing","Yes","No","","","Infrequently","2101-2200","Ironman","2","Yes","No","Slayer","Agility","Slayer;Bossing;Raiding;Pet hunting","4","","Full time","Construction","","Skatebeard","","","itswillchat","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","No","Yes","No","Yes","Yes","Yes","< 5' (< 152cm)","7"
"2025/04/18 7:44:45 PM EST","2020","Recommendation from a friend","Every video","Yes","1-2 days per week","1","No","No","Variety","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Hitman;Themed variety days (All pizza games, 0 player games)","don't ask me things","Every Lays flavor tier list","Twitch sidebar","7TV","Active chatter","No","Yes","","","","OSRS (main game);RS3","Yes","24-29","Right","Yes","Female","Bisexual","Single","United States","United States","Yes","Bachelor's degree","Employed","American Football;F1 / Motorsports","","FPS;Indie;Roguelikes;MOBA;RuneScape;Other MMOs;Board Games","Hiking;Reading;Listening to music;Watching television;Gaming;Cooking;Drawing / Art;Writing","garfield movie","Yes","Yes","","","Never","2201-2276","Ironman","1","Yes","No","Agility","Slayer","Skilling;Raiding","3","Texas","Full time","Engineering","Cat;Snake","jesus christ (2nd form)","whatever he wants","itsWill","acrowoutside","5:01:00 (5:16:00 should be late)","lusciousdev","","No","No","Yes","No","Yes","No","No","Yes","6'-6'3"" (183cm-190cm)","1"
"2025/04/18 7:44:52 PM EST","2020","Recommendation from a friend","Every video","Yes","1-2 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Classics (Fallout, Dead Rising, Elder Scrolls)","","Mariachi Band","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","Yes","","","","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","","","FPS;Indie;Roguelikes;RuneScape;Other MMOs;RPGs;Board Games","Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","Harold and Maude","Yes","Yes","Tier 1","No","Never","2101-2200","Main","1","Yes","No","Farming","Slayer","Skilling;Bossing;Pet hunting","1","Washington D.C.","Full time","Healthcare","Dog;Cat","Clipper","STALKER","x0r6ztGiggle","Clipper","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","2"
"2025/04/18 7:44:58 PM EST","2024","Collaboration with another creator","Never","No","1-2 days per week","5","No","No","Old School Runescape","Pet Hunting","","Scary Saturday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Minecraft (Speedruns, collaborations)","","Mario 64 16 Star","Twitch notification","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","No","5-6","1-2","TV","","No","24-29","Right","Yes","Non-binary","Lesbian","In a relationship","Brazil","Brazil","No","Associates degree","Student","F1 / Motorsports","","RPGs","Reading;Listening to music;Gaming","Knives Out","Yes","Yes","","","","","","","","","","","","","","","","Dog","more squeeny baby","","","ACrowOutside","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","No","Yes","Yes","Yes","No","Yes","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:05 PM EST","2024","Collaboration with another creator","Often","No","3-5 days per week","4","Yes","No","Variety","Variety","Stream vods","Variety Friday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Minecraft (Speedruns, collaborations)","Unaccessible","Mario 64 16 Star","I show up at 5pm PST","7TV","Lurker","No","No","5-6","3-4","Desktop","","No","30-35","Left","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Unemployed","","","FPS;Indie;Roguelikes;RPGs","Working out;Hiking;Gaming;Cooking","Yes","No","No","Prime","No","","","","","","","","","","","California","","","","","","","","5:00:01 (5:15:01 should be late)","","","No","No","No","No","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:09 PM EST","2023","Recommendation from a friend","Rarely / When I miss a stream","Yes","Every stream","5","Yes","No","Old School Runescape","Leagues","Main channel videos","Variety Friday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Minecraft (Speedruns, collaborations);Hitman","schedule 1","Playing every Garfield game","Discord notification","7TV","Active chatter","Yes","Yes","","","","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","NEET","American Football;Basketball;Hockey;F1 / Motorsports","","RuneScape;RPGs","Working out;Hiking;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","The Big Lebowski","Yes","No","Tier 1","No","Daily","2277","Main","2","Yes","No","Farming","Agility","Skilling;Slayer;Bossing;Raiding;Pet hunting","4","Colorado","","","","idk","Pajama Sam","Bippin","MOON2MILF","5:00:01 (5:15:01 should be late)","lusciousdev","Feet cam","Yes","No","Yes","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:10 PM EST","2023","Twitch recommendation","Often","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Stream vods;Main channel videos","Skree Sunday","Christmas Late Night Special 2024","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Classics (Fallout, Dead Rising, Elder Scrolls);Themed variety days (All pizza games, 0 player games)","Unaccessible","Undeniable Proof of Aliens Slideshow","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Active chatter","Yes","Yes","","","","OSRS (main game);OSRS (leagues);RS3;RS Classic","Yes","24-29","Ambidexterous","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;Baseball;Hockey;Soccer / Football;F1 / Motorsports","","FPS;Fighting Games;Indie;Roguelikes;MOBA;RuneScape;Other MMOs;RPGs;Sports Video Games;Board Games","Listening to music;Watching television;Watching movies;Gaming;Playing an instrument","Rat Saga","Yes","Yes","Prime","No","Daily","750-1250","Main","6+","Yes","No","Woodcutting","Agility","Skilling;Slayer;Bossing;Raiding;Pet hunting;Collection log hunting","5","Louisiana","Full time","Engineering","Cat","","","","","5:01:00 (5:16:00 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:11 PM EST","2022","Twitch recommendation","Every video","Yes","Every stream","4","Yes","No","Variety","Variety","Stream vods;Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Themed variety days (All pizza games, 0 player games)","King's Crook","Building the Robot","I show up at 5pm PST","","Occasional chatter","Yes","No","3-4","1-2","TV","","No","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Associates degree","Student","","","RPGs","Listening to music;Watching television;Watching movies;Gaming;Cooking","The Ballad of Buster Scruggs","Yes","No","Prime","No","","","","","","","","","","","North Carolina","","","","","King's Crook","","","5:01:00 (5:16:00 should be late)","None of the above, all mods are bastards","","No","No","No","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:13 PM EST","2025","Recommendation from a friend","Often","No","3-5 days per week","4","Yes","No","Variety","Variety","Main channel videos","Scary Saturday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing)","Idfk man","Playing every Garfield game","Twitch notification","","Occasional chatter","No","No","5-6","5-6","Desktop","","No","36-41","Right","No","Male","Straight","Single","United States","United States","Yes","Associates degree","Employed","","","RPGs","Watching movies;Gaming;Drawing / Art","None of your goddamn business WILL","Yes","Yes","Prime","No","","","","","","","","","","","Missouri","Full time","Healthcare","Cat","Squeex","I don't care what he plays","glorp","NA","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","NO","No","No","No","Yes","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:14 PM EST","2023","YouTube series (i.e. Gielinor Games)","Every video","Yes","Every stream","5","Yes","No","Old School Runescape","Variety","Stream vods;Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Hitman","","Undeniable Proof of Aliens Slideshow","I hang out in the offline chat","BetterTTV;7TV","Lurker","No","No","1-2","1-2","Desktop","OSRS (main game)","Yes","24-29","Left","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","Baseball;Hockey;F1 / Motorsports","","RuneScape","","DEEZ NUTS (GOTEEM)","No","No","Prime","No","","1751-2000","Main","2","Yes","No","Runecraft","Agility","Skilling;Slayer","3","North Carolina","Full time","Finance","","","","","","5:01:00 (5:16:00 should be late)","lusciousdev","","No","No","No","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:15 PM EST","2021","Twitch recommendation","Rarely / When I miss a stream","Yes","3-5 days per week","5","Yes","Yes","Old School Runescape","Pet Hunting","Stream vods","Skree Sunday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal)","Anything but Nubby","Playing Dark Souls","I show up at 5pm PST","","Occasional chatter","Yes","No","3-4","1-2","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football","Bowling and Volleyball ","FPS;RuneScape","Hiking;Listening to music;Watching television;Watching movies;Gaming;Drawing / Art","Once Upon a Time in Hollywood","Yes","Yes","Prime","No","","2101-2200","Main","2","Yes","No","Smithing","Mining","Bossing","1","Arizona","Full time","Human Resources","Dog","God","OSRS","Jig","N/A","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","NA","No","No","Yes","Yes","No","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/18 7:45:20 PM EST","2023","Twitch recommendation","Often","Yes","3-5 days per week","5","No","No","Variety","Variety","Stream vods;Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Minecraft (Speedruns, collaborations)","","Undeniable Proof of Aliens Slideshow","Twitch sidebar","BetterTTV;7TV","Occasional chatter","Yes","No","3-4","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","None","Soccer / Football","Indie;Roguelikes;MOBA;RuneScape;Other MMOs","Working out;Gaming","Gladiator","Yes","Yes","","","","2277","Hardcore Ironman","6+","Yes","Yes","Runecraft","Mining","Skilling;Bossing;PvP;Collection log hunting","3","Ohio","Full time","Software Development","Cat","Sodapoppin","Any Roguelike","BirdBoy","Me, I guess (Shoutout to Twiddlegames)","5:00:01 (5:15:01 should be late)","VTheVictim","","No","No","No","Yes","No","No","No","No","6'-6'3"" (183cm-190cm)","4"
"2025/04/18 7:45:21 PM EST","2025","Collaboration with another creator","Rarely / When I miss a stream","Yes","1-2 days per week","5","No","No","Variety","Variety","Stream vods","Royal Titan Tuesday","$52 Streaming Setup","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Minecraft (Speedruns, collaborations);Hitman","Food Simulator w/ Squeex","Mario 64 16 Star","Twitch sidebar","BetterTTV","Occasional chatter","Yes","No","3-4","5-6","Desktop","OSRS (main game)","Yes","30-35","Right","No","Male","Straight","Single","United States","United States","Yes","High school","Employed","American Football;Basketball","Basketball","RuneScape;Other MMOs;RPGs;Sports Video Games","Working out;Listening to music;Gaming","American Gangster","Yes","No","","","","1751-2000","Ironman","1","No","No","Mining","Herblore","Skilling;Slayer","4","Michigan","Full time","Sales","","Squeex, OSRS streamers maybe?","IDC","D:","I know the other chatters don't matter and itswill is talking directly to me.","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","I'd like to make fun of itswill for balding more often (no)","No","No","Yes","No","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/18 7:45:23 PM EST","2020","Twitch recommendation","Never","No","1-2 days per week","4","No","No","Variety","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal)","Sega Bass Fishing","Playing Dark Souls","Twitch sidebar","","Occasional chatter","Yes","No","3-4","3-4","Desktop","OSRS (main game)","No","30-35","Right","No","Male","Straight","Single","United Kingdom","United Kingdom","No","Bachelor's degree","Unemployed","Sumo, Pokémon VGC","If jerking off is a sport then that","Other MMOs;RPGs","Working out;Watching television;Watching movies;Gaming;If jerking off is a hobby then that","Children of Men","No","No","","","","","","","","","","","","","","","","","Elon Musk","Dark Souls"," I don't have those","I don't know anyone","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","If you can get someone over to lay me then that'd be great","No","No","Yes","No","No","Yes","No","No","6'-6'3"" (183cm-190cm)","2"
"2025/04/18 7:45:30 PM EST","2021","Other creator mentioned him","Every video","Yes","1-2 days per week","5","No","Yes","Old School Runescape","Leagues","Stream vods;Main channel videos","Variety Friday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Minecraft (Speedruns, collaborations)","Coin Game","IRL Puzzle","Twitch sidebar","","Occasional chatter","Yes","Yes","","","","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","Australia","Australia","Yes","Master's degree","Employed","Basketball","Basketball;Baseball","FPS;Indie;Roguelikes;RuneScape;Board Games","Working out;Hiking;Running;Gaming;Cooking;Playing an instrument","Charlie and the chocolate factory (original)","Yes","No","","","Never","2277","Ironman","2","Yes","Yes","Mining","Firemaking","Skilling;Slayer;Bossing;Raiding;Pet hunting","3","","Full time","Healthcare","","Morgpie","potato killer HD","griddy goose","crow outside","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","ass cam","No","Yes","Yes","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/18 7:45:31 PM EST","2020","YouTube recommendation","Often","Yes","1-2 days per week","5","Yes","No","Variety","Variety","Stream vods","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal)","NUBBBBBBBBBBBBBYYYYYYYYYYYYYYYYY","Playing every Garfield game","Twitch notification","","Occasional chatter","Yes","No","<1","0","TV","","No","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","Soccer / Football","Soccer / Football","FPS;Roguelikes","Working out;Watching movies;Gaming","Any zombie movies","No","Yes","Prime","No","","","","","","","","","","","Florida","Full time","Law enforcement ","Dog","CASEOH","More bit horror/ mystery games ","Sneak","No one ","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:33 PM EST","2024","YouTube recommendation","Every video","Yes","3-5 days per week","4","Yes","No","Variety","Variety","Stream vods;Main channel videos","Variety Friday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Themed variety days (All pizza games, 0 player games)","Fears to Fathom ","Undeniable Proof of Aliens Slideshow","Twitch notification","","Occasional chatter","Yes","No","3-4","1-2","Mobile/Tablet","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","High school","Employed","","Gooning","FPS;Indie;RuneScape;RPGs;Board Games","Hiking;Listening to music;Watching television;Watching movies;Gaming;Drawing / Art;Playing an instrument","This is an impossible question & you know that","No","Yes","Prime","No","","2101-2200","Main","2","No","No","Farming","Smithing","Skilling;Slayer;Bossing;Pet hunting;Collection log hunting","1","Montana","Full time","Tattoo Artist","Dog;Lizard","Paymoney Wubby - Wubby7","More Fears to Fathom","ItsWill7","","5:01:00 (5:16:00 should be late)","VTheVictim","No","No","No","No","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","5"
"2025/04/18 7:45:36 PM EST","2024","YouTube recommendation","Often","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Main channel videos","Skree Sunday","April Fools [HARDCORE]","Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Pokemon (Romhacks, nuzlockes)","Scurius Sunday","Every Lays flavor tier list","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","No","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues);RS3","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","","","FPS;Roguelikes;RuneScape;Other MMOs","Beer","American Psycho lol","No","No","Tier 1","No","","2201-2276","Main","1","Yes","No","Agility","Runecraft","Skilling;Slayer;Bossing","3","Colorado","Full time","Insurance","","","","glorp","BigRobbie","5:01:00 (5:16:00 should be late)","lusciousdev","You ever see those paymoney wubby streams where people can donate to pit a pic or gif over a tile on the stream, that would be a fun one time thing ","Yes","No","Yes","Yes","No","No","No","No","5'8""-5'11 (172cm-180cm)","3"
"2025/04/18 7:45:37 PM EST","2023","Recommendation from a friend","Often","Yes","Less than once per week","3","Yes","Yes","Old School Runescape","Pet Hunting","Main channel videos","Skree Sunday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Themed variety days (All pizza games, 0 player games)","","Undeniable Proof of Aliens Slideshow","Twitch notification","","Occasional chatter","No","Yes","","","","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","Norway","Norway","Yes","High school","Employed","Soccer / Football","","RuneScape","Working out;Watching television;Watching movies;Gaming;Cooking","The Intouchables (the french one not the shit american remake)","Yes","Yes","Tier 1","No","Never","2101-2200","Main","2","Yes","No","Slayer","Agility","Skilling;Slayer;Bossing;Raiding;PvP;Pet hunting;Collection log hunting","3","","Full time","Energy","Cat","","","","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","No","No","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/18 7:45:43 PM EST","2024","Collaboration with another creator","Every video","Yes","Every stream","5","Yes","No","Old School Runescape","Pet Hunting","Stream vods","Royal Titan Tuesday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","Bun Boys stream with Squeex","Playing every Garfield game","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","Yes","","","","","No","18-23","Left","No","Male","Straight","Single","United States","United States","Yes","High school","Student","American Football;Baseball;Hockey","Water Polo / Disc Golf","FPS;Indie;Roguelikes;RPGs;Sports Video Games","Hiking;Watching movies;Gaming;Playing an instrument;Uncorking it, and by it i mean well...","Gattaca","Yes","Yes","Tier 1","No","Daily","","","","","","","","","","California","","","Dog;Cat;Fish","Caseoh","","GOONING","head mod amehzyn","5:01:00 (5:16:00 should be late)","Amehzyn","joi count down","No","Yes","Yes","Yes","No","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/18 7:45:43 PM EST","2023","Recommendation from a friend","Every video","Yes","3-5 days per week","5","No","No","Old School Runescape","Pet Hunting","Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","egg squeezing game","Playing Dark Souls","Discord notification","BetterTTV","Occasional chatter","Yes","Yes","","","","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","Yes","Female","Bisexual","In a relationship","United States","United States","No","Associates degree","NEET","American Football;Basketball;Baseball","Basketball","Roguelikes;MOBA;RuneScape;Sports Video Games","Hiking;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking;Writing","There Will Be Blood","Yes","No","","","Infrequently","2277","Ironman","2","Yes","No","Fishing","Slayer","Skilling;Slayer;Bossing;Pet hunting;Collection log hunting","4","Mississippi","","","","","","glorp","the girl reading this","5:00:01 (5:15:01 should be late)","lusciousdev","","No","No","Yes","Yes","Yes","Yes","No","No","5'4""-5'7"" (162cm-170cm)","1"
"2025/04/18 7:45:48 PM EST","2024","YouTube recommendation","Often","Yes","I only watch the vods","5","No","No","Variety","Variety","Stream vods","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror)","Condemned - it was cinema","Playing Dark Souls","Twitch notification","","Lurker","Yes","No","1-2","1-2","Mobile/Tablet","OSRS (main game)","Yes","30-35","Right","Yes","Male","Gay","Single","United States","United States","Yes","High school","Employed","Women's Tennis & Women's Gymnastics","....Gymnastics? ","Roguelikes;RuneScape;Other MMOs;RPGs","Running;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","Oculus","Yes","Yes","","","","1251-1500","Main","1","No","No","Ranged","Mining","Skilling;Slayer","1","North Carolina","Full time","Education","Cat","Anyone if it's a scary game.","Scary games.","I lurk","I LURK","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","No","No","No","Yes","No","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 7:45:48 PM EST","2023","Twitch recommendation","Every video","Yes","3-5 days per week","5","Yes","Yes","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Variety Friday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire)","Poop Killer series","Every Lays flavor tier list","Discord notification","BetterTTV;7TV","Occasional chatter","Yes","Yes","","","","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","PhD","Employed","American Football;Basketball;Baseball;F1 / Motorsports","Baseball","RuneScape;RPGs;Sports Video Games","Hiking;Running;Reading;Watching television;Watching movies;Gaming;Cooking","Shawkshank Redemption","Yes","Yes","Tier 1","No","Infrequently","2001-2100","Main","2","Yes","No","Runecraft","Fletching","Skilling;Slayer;Bossing;Collection log hunting","3","Alabama","Full time","Healthcare","Dog","I need more Will and Squeex action. Minecraft streams were peak.","I need a full 7s build on CloverPit tbh","itswill7","ACrowOutside","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","Yes","Yes","No","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
